perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Difícil visualizar componentes,5.0.11,18-10-2022 11:29:27,CAMPO GRANDE/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"Gostaria de ter a possibilidade de fazer relatórios médicos , que não fosse em atestado em branco.",5.0.11,18-10-2022 11:29:46,CAMAÇARI/BA
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Layout muito ruim,5.0.11,18-10-2022 11:30:05,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""DIGITADOR"",""MÉDICO""]",MUITO_INSATISFEITO,Continua com instabilidade e não registrando atendimento de prontuários. Gestantes com dados errados (94/95 semanas de gestação) dentre outros erros que deveriam serem reavaliados.,5.0.11,18-10-2022 11:30:41,SERRA/ES
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,Não consigo colocar a história familiar de Câncer dos meus pacientes na aba família;,5.0.11,18-10-2022 11:30:45,MIGUEL PEREIRA/RJ
"[""AGENTE COMUNITARIO DE SAUDE COPIADO"",""DIGITADOR"",""RECEPÇÃO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"não está excluindo os mortos.
não há sincronização com o cartão do sus.",5.0.11,18-10-2022 11:31:48,POÇOS DE CALDAS/MG
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,Poder usar telas paralelas para escrever múltiplos pacientes.,5.0.11,18-10-2022 11:31:52,ÁGUA BRANCA/AL
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""COORDENADOR AD"",""COORDENADOR DA UBS""]",INSATISFEITO,nao consigo retirar as mulheres que ja ganharam bebê,5.0.11,18-10-2022 11:32:00,PARAÍBA DO SUL/RJ
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,Podia permitir que o médico adicione grupo de exames para facilitar a solicitação.,5.0.11,18-10-2022 11:32:08,INHAÚMA/MG
"[""CARTÃO SUS"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,não pode acessar a cadastro nacional o que faz que pessoas que veem de outras cidades seja mais difícil o cadastro.,5.0.11,18-10-2022 11:32:44,ARARAQUARA/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,Melhorando a cada dia,5.0.11,18-10-2022 11:32:46,ITAMBÉ/PR
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_SATISFEITO,"Sugestão!! * dar a opção de lançar os grupos para atendimento de campanhas de vacinação, ex: faixa etária 05 - 11 anos, 12 - 17 anos.",5.0.11,18-10-2022 11:33:02,JARDIM/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"no modo receita podeira deixae em branco a parte dos comprimidos.. pois podemos colocar ou caixa ou a quantidade de  comprimidos conforme a nossa receita. la fica fixo comprimidos. e tem caixas que tem 10, 12, 20 ou 30 comprimidos. e muitas vezes não sabemos ao certo a quantidade na caixa. então colocamos 1 caixa e fica melhor",5.0.11,18-10-2022 11:33:30,CACOAL/RO
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",SATISFEITO,"Oi bom dia tudo bem?Quando vou colocar a vacina A.C.W.Y , só tem opção especial em outros imunosbiológico , e Meningocócia C  não tem a opção de primeira dose só de terceira  dose.na parte de entros imunobiológicos.Continu avancando parabéns pelo trabalho.",5.0.11,18-10-2022 11:33:34,ITABUNA/BA
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""DIGITADOR"",""COORDENADOR DA UBS"",""RECEPÇÃO""]",SATISFEITO,"sugiro que tenha a opção de imprimir a lista de pacientes pesquisada em acompanhamento de condições de saúde, pois conseguimos visualizar a lista mas não tem opção de imprimir a lista",5.0.11,18-10-2022 11:33:41,BANANAL/SP
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""COORDENADOR DA UBS"",""ESCUTA INICIAL""]",INDIFERENTE,"Gostaría que tivesse um lugar para nós acs´s fazer relatos em casos especiais, sobre as visitas.",5.0.11,18-10-2022 11:33:47,ÁLVARES MACHADO/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"- campo odontograma: digitação procedimentos semelhante ao da perio (ou seja, ao lado do odontograma). Ou seja, um odontograma menor, dai clicasse no dente e já aparecesse no campo ao lado pra digitação, como ficou na pério
- ao fim do SOAP, na remarcação q o nome do profissional seja automaticamente preenchido, pois já está logado
- resumo dos procedimentos: q ao fim da tela do soap ficasse um resumo de todos procedimentos, como era na versao anterior na extinta tela de finalizar atendimento",5.0.11,18-10-2022 11:34:05,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""CIRURGIÃO DENTISTA""]",INDIFERENTE,PRECISA DE MELHORIA NA QUESTÃO DOS PROCEDIMENTO. POIS O MESO TEM MUITA INFORMAÇÃO,5.0.11,18-10-2022 11:34:16,OLHO D'ÁGUA DAS CUNHÃS/MA
"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,"anotações anteriores não estão ficando salvas, quando paciente retornar se perde toda informação do prontuario",5.0.11,18-10-2022 11:34:50,PARNAÍBA/PI
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,repetições,5.0.11,18-10-2022 11:35:59,BUERAREMA/BA
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INDIFERENTE,"Sugestão: a base nacional voltar, visto que é de suma importância para a organização dos trabalhos.",5.0.11,18-10-2022 11:36:11,DEODÁPOLIS/MS
"[""DIGITADOR"",""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""ENFERMEIRO"",""COORDENADOR AD""]",SATISFEITO,não estou conseguindo atualizar o cadastro do cidadao,5.0.11,18-10-2022 11:36:13,GOIANINHA/RN
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"Melhorou bastante, embora ainda esteja travando muito, às vezes perdendo informações já digitadas.",5.0.11,18-10-2022 11:36:41,SÃO DESIDÉRIO/BA
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""COORDENADOR DA UBS""]",SATISFEITO,"Melhorar a parte de visitas dos ACE, mais detalhes",5.0.11,18-10-2022 11:36:42,ALVORADA DE MINAS/MG
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,bom,5.0.11,18-10-2022 11:36:57,CARATINGA/MG
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ASB - AUXILIAR DE SAÚDE BUCAL""]",SATISFEITO,demora pra abrir quando vou preencher o odontograma,5.0.11,18-10-2022 11:37:31,ARCOVERDE/PE
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF""]",MUITO_INSATISFEITO,não to gostando dessa versão cada vez mais vcs estão dificultando e acrescentando mais trabalho pra quem digita.,5.0.11,18-10-2022 11:37:37,BOM JESUS DO TOCANTINS/PA
"[""RECEPÇÃO"",""DIGITADOR"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",INSATISFEITO,"Muitos atendimentos não sendo contabilizados devido a unificações de cartão sus. Ex: A enfermeira lança a coleta do preventivo e no final do quadrimestre se essa mulher sofreu alguma atualização no cadastro individual essa coleta não está sendo contabilizada , entrando como NÃO no indicador.
Um casdastro só deveria ter acesso a outra equipe a partir do momento que a equipe do cadastro original desse mudança de território, evitando assim duplicidade de cadastros.",5.0.11,18-10-2022 11:37:42,PARAÍBA DO SUL/RJ
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"sistema falho, mensalmente com falhas na época de fechamento.",5.0.11,18-10-2022 11:37:52,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",SATISFEITO,"gostaria de sugerir que o ACS possa escrever no prontuário do paciente, temos informações importante que ajudaria os demais profissionais. A ficha você fica limitado.",5.0.11,18-10-2022 11:38:02,SERRA/ES
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"MUITAS INFORMAÇÕES NA TELA, LAYOUT CONFUSO, PREFIRO A VERSÃO ANTERIOR, MAIS SIMPLES",5.0.11,18-10-2022 11:38:21,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,PROBLEMA NA INCLUSÃO DE MEDICAMENTOS APOS IMPRESSÃO.,5.0.11,18-10-2022 11:38:41,QUATRO BARRAS/PR
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,nada pratico.tanto solicitação como registro dos exames deveria ser uma tabela.perda de tempo precioso.,5.0.11,18-10-2022 11:38:55,SANTANA DO LIVRAMENTO/RS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,preferia a versão anterior,5.0.11,18-10-2022 11:39:53,CARIRIAÇU/CE
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",SATISFEITO,PORÉM DIGO QUE A TELA DE REGISTROS DE VISITAS DOMICILIARES É MUITO POBRE;ONDE ESTÁ O ESPAÇO PARA RELATARMOS OS ASSUNTOS OCORRIDOS NA VDS?,5.0.11,18-10-2022 11:40:00,null
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",MUITO_SATISFEITO,Opção de medicamentos e profissões. Município Juatuba,5.0.11,18-10-2022 11:40:20,JUATUBA/MG
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",INSATISFEITO,"arrumamos os cadastros sempre e continua  aparecendo nas inconsistência, pessoas que ja mudaram de área tambem. Esta  péssimo",5.0.11,18-10-2022 11:40:49,VIRMOND/PR
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""COORDENADOR DA UBS""]",MUITO_INSATISFEITO,"1) lista de todas as gestantes atendida ou não atendida.
2) listra de todos hipertensos e diabeticos dos acs atendido ou não.
3) Obrigatorio quando digitar o cartão sus pra atendimento atualizar dados do Cidadão RUA, CPF, se não estiver completo os dados ajuda

Essa versão teve muita poluição visual compllicou um pouco na questão de trabalhar a versão 3.0 era mas facil a interface porem a versão 5.0 é otima. 
Se cidadão estiver desuatualizado assim que colocar o cartão sus pedir os dados para",5.0.11,18-10-2022 11:40:52,JUAZEIRO DO NORTE/CE
"[""COORDENADOR DA UBS""]",INDIFERENTE,sincronização com o cadsus,5.0.11,18-10-2022 11:42:28,CAMPO GRANDE/MS
"[""DIGITADOR""]",MUITO_INSATISFEITO,RUIM,5.0.11,18-10-2022 11:43:24,SÍTIO DO MATO/BA
"[""DIGITADOR"",""ENFERMEIRO"",""COORDENADOR DA UBS""]",INDIFERENTE,"O cadastro domiciliar gera duplicidade quando feito por cpf duas vezes, tanto por uma acs da unidade quanto por duas acs diferentes, isso tambem acontece se for feito por cns tanto atualizado quanto o antigo.
Se no cadastro individual tiver com o cns e o domiciliar com o cpf, o mesmo nao reconhece que e da mesma pessoa com isso gerando inconsistencia.
 Precisamos de uma forma para desfazer as unificacoes feitas de forma incorreta.",5.0.11,18-10-2022 11:44:30,CAMAÇARI/BA
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"O PEC  deveria bloquear o paciente que falta a consulta, por pelo menos 60 dias, para evitar que as pessoas marquem e nao comparecam a consulta, ocupando vaga de outros pacientes que precisariam da consulta. 
Deveria ser igual ao bloqueio que acontece no sistema quando uma pessoa marca exames e não vai comparecer ao exame, e fica bloqueada no sistema para realização de exames por 90 dias",5.0.11,18-10-2022 11:45:33,null
"[""CARTÃO SUS"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""PERFIL PARA ACESSO TECNICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Bom dia , estamos com problema na base nacional , não conseguimos localizar o paciente na base nacional , não conseguimos deixar os cadastros em ordem por conta dessa dificuldade , precisamos solucionar esse problema .",5.0.11,18-10-2022 11:47:21,ARARAQUARA/SP
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INDIFERENTE,"Sugestão: 

- manter a classificação de risco mesmo nas consultas agendadas;
- dar a opção de reclassificação de risco pois enquanto um paciente aguarda pode elevar a temperatura por exemplo, exigindo uma reclassificação de azul para amarelo.",5.0.11,18-10-2022 11:47:28,SÃO GABRIEL DO OESTE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",INDIFERENTE,um pouco complicado,5.0.11,18-10-2022 11:47:55,LUCENA/PB
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,"Houve uma grande mudança nessa última atualização, sem oferta de capacitação, dificultando o correto registro das informações.",5.0.11,18-10-2022 11:48:17,AMARGOSA/BA
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,gostaria que pudéssemos deixar salvos os exames de rotina que usualmente solicitamos,5.0.11,18-10-2022 11:48:22,ARARAQUARA/SP
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Sistema não funciona emissão de relatórios todo mês na época de fechamento.,5.0.11,18-10-2022 11:48:48,CAMPO GRANDE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,O CAMPO DE REGISTRO DOS SINAIS VITAIS E ANTROPOMETRIA NÃO DEVIA FICAR OCULTO.,5.0.11,18-10-2022 11:48:57,CAMPO GRANDE/MS
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF""]",INDIFERENTE,"Sugestão: em caso de erros na digitação de códigos referentes ao SOAP, principalmente quando digitamos visita domiciliar, que em caso de erro ou esquecimento de inserir tal número, que fosse possível retornar para correção em no mínimo 24h",5.0.11,18-10-2022 11:49:08,CAMPO GRANDE/MS
"[""ACS - CAMPO GRANDE""]",MUITO_INSATISFEITO,fazer criticas pra que se toda vez que vcs fazem esta tal atualização os agentes tem menos acesso,5.0.11,18-10-2022 11:49:18,CAMPO GRANDE/MS
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,ainda estou familiarizando com anova versao.,5.0.11,18-10-2022 11:49:34,LUCENA/PB
"[""RECEPÇÃO"",""IMPRIMIR PRONTUÁRIO""]",MUITO_INSATISFEITO,"nao puxa os dados do cad sus, lento, horrivel",5.0.11,18-10-2022 11:49:39,LONDRINA/PR
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,Falta de treinamento para o uso das novas ferramentas.,5.0.11,18-10-2022 11:49:39,ITABUNA/BA
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"Sugiro diferentes desfechos na finalização dos pacientes, em alguns casos o paciente tem necessidade de ficar em observação na unidade, ou então precisa ser encaminhado até um serviço de maior complexidade, seria interessante acrescentar essas possibilidades de marcação",5.0.11,18-10-2022 11:51:22,PORTO UNIÃO/SC
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,Gostaria que a nova tela de soap fosse mais organizada,5.0.11,18-10-2022 11:51:25,BARROCAS/BA
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",INDIFERENTE,AINDA NAO FICA CLARO O PROBLEMA OU CONDIÇÃO DO USUÁRIO QD ELE É HIPERTENSO OU DIABÉTICO.,5.0.11,18-10-2022 11:52:37,SÃO JOSÉ DA TAPERA/AL
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,bom,5.0.11,18-10-2022 11:52:54,AFOGADOS DA INGAZEIRA/PE
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,"Em minha opinião está muito bom porém as vezes existe um excesso de informações (SOAP) visual que me faz ficar um pouco perdido no que realmente importante registrar. 
E acredito que conseguir alimentar as informações em off line seria maravilhoso, porque na minha unidade de sauúde a internet não é de qualidade então por muitas vezes estou alimentando o sistema a internet cai fazendo com que eu perca todas as informações e/ou  deixe de registrar no dia devido a desconexão com internet.",5.0.11,18-10-2022 11:53:09,SÃO FIDÉLIS/RJ
"[""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,"falta de computador para digitaçao, tecla apagadas ,mause com mal funcionamento ,lentidao na net.",5.0.11,18-10-2022 11:53:49,CAMPO GRANDE/MS
"[""CADASTRADOR CIDADAO"",""CONSULTA CIDADÃO"",""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"Embora seja muito organizado, a inserção dos exames é muito fracionada e bastante custosa, o que toma muito tempo da consulta.",5.0.11,18-10-2022 11:53:51,null
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""COORDENADOR AD"",""ESCUTA INICIAL""]",SATISFEITO,"Alguns campos que ficam ocultos, a
às vezes eu esqueço de preencher como a antropometria, poderia estar mais visível. Mas no geral esse novo formato tem facilitado bastante a rotina de trabalho.",5.0.11,18-10-2022 11:54:50,IGACI/AL
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,campo grande,5.0.11,18-10-2022 11:55:28,CAMPO GRANDE/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,ao lançar os exames laboratoriais  ter que repetir em cada exame data do pedido e data da realização. atrasa muito a consulta,5.0.11,18-10-2022 11:55:30,PATY DO ALFERES/RJ
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,..,5.0.11,18-10-2022 11:56:41,BOM JARDIM/PE
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,"Gostaria de saber o porque não corrigimos algo que digitamos errado.
Sabemos que errar é humano.",5.0.11,18-10-2022 11:57:51,ACAUÃ/PI
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,"FALTOU TUTORIAL NA ATUALIZAÇÃO , PASSEI 1 SEMANA BEM COMPLICADA QUANDO HOUVERAM MUDANÇAS , VARIAS FUNCIONALIDADES QUE REALMENTE MELHORARAM  , NO 1o MOMENTYO FOREM BEM COMPLICADAS",5.0.11,18-10-2022 11:59:22,CAMAÇARI/BA
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INDIFERENTE,pec muito lento,5.0.11,18-10-2022 12:02:08,CAMPO GRANDE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""COORDENADOR DA UBS""]",SATISFEITO,"na opção de imprimir, acho que era melhor da outra forma, pois as vezes esquecemos de marcar",5.0.11,18-10-2022 12:02:41,ITAPEVA/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Atualização do esquema de vacinas conforme SI-PNI devem serem atualizados .,5.0.11,18-10-2022 12:03:01,UNIÃO DA VITÓRIA/PR
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF""]",SATISFEITO,Após a atualização alguns dados realizados no registro tardio não são possíveis visualizar no histórico do paciente. O acesso a base nacional de dados também apresenta muita instabilidade.,5.0.11,18-10-2022 12:03:26,CAMPO GRANDE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"o sistema é instável e acaba perdendo os atendimentos realizados , que fazem falta quando for avaliar os indicadores de cada equipe , dando um valor muito aquém do que foi realizado",5.0.11,18-10-2022 12:03:54,PARNAÍBA/PI
"[""ENFERMEIRO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_INSATISFEITO,"MEUS REGISTROS ESTÃO SE PERDENDO, DIARIAMENTE.",5.0.11,18-10-2022 12:04:16,JARDIM/MS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INDIFERENTE,"como ACS, insatisfeito, pois tenho inconsistências em minha micro área que não existe a possibilidade de sanar o sistema não oferece solução, para nós a muitos meses venho pedindo um campo para as anotações das situação adversar que nos deparamos nos domicílios e para com os usuárias e até hoje ninguém deu-nos uma solução também, e assim vai...",5.0.11,18-10-2022 12:05:18,UNIÃO DA VITÓRIA/PR
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"O novo formato ficou muito confuso, poluído e sobrecarregado.",5.0.11,18-10-2022 12:05:23,CAMPO GRANDE/MS
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"O SETOR DE ODONTOLOGIA SÓ PIORA A CADA ATUALIZAÇÃO! EXTREMAMENTE NADA PRÁTICO, EM PLENO 2022 SÓ ACONTECE REGRESSO",5.0.11,18-10-2022 12:05:34,CAMPO GRANDE/MS
"[""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,"Inserir os dados antropométricos como item obrigatório (Peso, altura, Pressão Arterial)",5.0.11,18-10-2022 12:07:13,ITABIRA/MG
"[""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,"a parte de registrar os exames deve melhorar. colocamos a data para cada exame registrado, sendo que poderia ter um local para colocar a data de todos os exames realizados no mesmo dia.",5.0.11,18-10-2022 12:07:36,null
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INDIFERENTE,"Bom dia. Gostaria de sugerir um campo de N° do PRONTUARIO para procurar FICHAS DE CADASTROS DOMICILIAR, visto que, na zona urbana não  possuem numero na residencia, neste caso, pelo numero do prontuario ficaria bem mais fácil de encontrar um cadastro especifico. 
Att.: J.F",5.0.10,18-10-2022 12:08:30,BREJO SANTO/CE
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INDIFERENTE,nao estamos encontrando alguns pacientes no sistema eles simplismente desaparecem!,5.0.11,18-10-2022 12:09:05,SÃO DOMINGOS DAS DORES/MG
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,TODA VEZ QUE MUDA A VERSÃO DESAPARECEM ALGUNS CADASTROS... E PARA PIORAR.. OS RELATÓRIOS DOS CADASTROS DOMICILIAR NUNCA BATEM COM OS CADASTROS INDIVIDUAIS.....AFF,5.0.11,18-10-2022 12:10:52,CAMPO GRANDE/MS
"[""ESCUTA INICIAL"",""COORDENADOR DA UBS"",""ENFERMEIRO""]",SATISFEITO,Como suspender uma medicação que inicialmente foi prescrito para meses?,5.0.11,18-10-2022 12:13:33,BEZERROS/PE
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",SATISFEITO,"Para acompanhamento nutricional, precisamos de mais campos com as medidas antropométricas: pregas cutâneas e circunferências (braço, quadril, cintura, etc)",5.0.10,18-10-2022 12:13:48,PARANAPANEMA/SP
"[""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,"Fico preocupada com algumas alterações que não conseguimos fazer de imediato. Por exemplo uma outra UBS lançou uma usuária nossa por engano como gestante, a correção que ela fez demora 180 dias para aparecer no sistema? é isso mesmo??",5.0.11,18-10-2022 12:14:21,ARARAQUARA/SP
"[""CIRURGIÃO DENTISTA"",""DIGITADOR"",""ESCUTA INICIAL""]",MUITO_SATISFEITO,Aumentar mais opções de CID 10 de odontologia,5.0.11,18-10-2022 12:15:07,JAGUARARI/BA
"[""AGENTE COMUNITARIO DE SAUDE COPIADO"",""RECEPÇÃO"",""ESCUTA INICIAL""]",INSATISFEITO,PEC  esta travando muito  não esta buscando o cidadão na base atualização do cidadão muitas vezes não salva,5.0.11,18-10-2022 12:15:49,POÇOS DE CALDAS/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Tela ficou com poluição visual,5.0.11,18-10-2022 12:18:13,MARAÃ/AM
"[""GESTOR MUNICIPAL""]",INSATISFEITO,FALTA DE APOIO PARA TIRAR DUVIDAS,5.0.11,18-10-2022 12:18:45,INDAIATUBA/SP
"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL"",""OUTROS PROFISSIONAIS DE NÍVEL SUPERIOR NASF""]",INSATISFEITO,"Seria importante ter como excluir atendimento, pois as vezes acontece de digitar algo errado.",5.0.11,18-10-2022 12:20:32,CAMPO GRANDE/MS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""DIGITADOR"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Não está tendo melhorias no cadastro individual e no cadastro domiciliar. NECESSITA DE MUDANÇAS URGENTE!!!,5.0.11,18-10-2022 12:20:34,DIVINO/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",SATISFEITO,Tamanho da letra do atestado fica muito pequena na impressão;,5.0.11,18-10-2022 12:22:30,CAMPO GRANDE/MS
"[""DIGITADOR"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""RECEPÇÃO""]",INDIFERENTE,No Campo cidadão não temos acesso aos dados da Base Nacional. Este acesso facilitava muito nosso trabalho de identificar os dados completos dos usuarios dos Postos de Saúde!,5.0.11,18-10-2022 12:23:20,MARACANAÚ/CE
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,empata totalmente a consulta ..,5.0.11,18-10-2022 12:23:53,PRADO/BA
"[""ESCUTA INICIAL"",""ENFERMEIRO""]",SATISFEITO,ok,5.0.11,18-10-2022 12:24:04,SANTO ANTÔNIO DO IÇÁ/AM
"[""AGENDA"",""RECEPÇÃO"",""CIDADÃO"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,"a unidade de saúde sofreu a transição de UBS para USF, havendo mudança no INE ...gostaria de saber se não há algum meio de transferir os dados mais rapidamente, do que entrar um por um no cadastro domiciliar e individual atualizando para migrar todos os individuos",5.0.11,18-10-2022 12:24:18,MARÍLIA/SP
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"A dificuldade de transcrever os exames dos pacientes para o sistema permanece. Poderia ter um modo manual de registro de exames. Gostaria que retornasse a opcao de ""tabelar"" ou mesmo que pudesse ter paragrafos na parte do plano do ""SOAP"". Por fim, tiveram melhorias desde a ultima atualização e parabenizo aos envolvidos por isso.
Estou a disposição para ajudar e esclarecer qualquer duvida. 
Dr. Ítalo Neves - CRM-BA 36635
itneves.med@gmail.com
71 999170112",5.0.11,18-10-2022 12:24:57,CAMAÇARI/BA
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,uma opção no sistema para que se possa justificar a não realização de uma visita domiciliar;por parte dos acs ou equipe.,5.0.11,18-10-2022 12:25:11,NATAL/RN
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,"01) Quando fizemos os primeiros cadastros ainda não tínhamos experiência por esse motivo duplicamos muitas famílias, hoje já com a nossa área arrumada porem o sistema só nos permite tirar as famílias duplicadas para fora de área gerando hoje em nosso município quase 500 casa gostaria de ter uma maneira de exclui-las definitivamente
02) Quando entramos na família conseguimos visualizar todos os membros seria muito bom se perdêssemos clicar no membro da família e ser redirecionado p/ o individual",5.0.11,18-10-2022 12:25:42,JUSCIMEIRA/MT
